OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount
5049,2024-11-29,1069,2024,East,1,1857.61,0.0
5050,2024-10-18,1044,2010,North,3,318.34,0.0
5051,2023-10-28,1056,2026,South,4,667.32,0.0
5052,2024-04-09,1001,2009,East,6,435.49,0.1
5053,2024-05-27,1098,2025,South,5,972.19,0.0
5054,2024-06-03,1014,2028,East,7,191.12,0.0
5055,2024-10-16,1065,2030,South,6,1696.9,0.0
5056,2023-06-06,1048,2006,South,7,1320.42,0.1
5057,2024-07-06,1100,2023,North,6,1716.61,0.0
5058,2024-09-05,1042,2036,West,5,243.63,0.0
5059,2023-01-20,1015,2037,East,1,1536.81,0.1
5060,2023-11-11,1031,2028,North,9,44.56,0.0
5061,2023-09-04,1073,2006,North,6,880.5,0.1
5062,2023-03-29,1094,2031,West,4,429.85,0.05
5063,2023-03-12,1098,2042,South,7,100.31,0.1
5064,2023-05-12,1085,2042,West,3,908.73,0.0
5065,2024-07-16,1022,2006,East,2,1281.07,0.0
5066,2024-06-24,1078,2040,West,4,81.26,0.15
5067,2023-08-05,1070,2017,South,5,961.58,0.05
5068,2024-12-31,1040,2018,West,8,1710.84,0.0
5069,2024-11-18,1084,2037,East,9,1536.91,0.1
5070,2024-03-24,1067,2039,West,5,1687.62,0.05
5071,2023-05-04,1032,2003,South,2,566.82,0.1
5072,2023-03-07,1044,2014,North,1,571.31,0.0
5073,2024-08-25,1071,2033,South,5,1370.74,0.0
5074,2024-08-25,1029,2026,North,7,54.75,0.0
5075,2023-03-14,1091,2034,North,1,466.25,0.0
5076,2023-08-23,1009,2023,North,3,348.18,0.0
5077,2023-12-05,1010,2009,South,7,1567.07,0.15
5078,2023-10-13,1086,2018,West,1,1579.35,0.0
5079,2023-08-08,1070,2043,South,8,388.55,0.0
5080,2024-08-07,1074,2012,West,4,1488.95,0.1
5081,2023-09-06,1061,2035,West,7,1703.93,0.0
5082,2023-07-14,1013,2031,North,6,254.61,0.15
5083,2024-11-05,1056,2028,East,8,1571.84,0.0
5084,2024-03-09,1053,2011,West,3,426.56,0.0
5085,2023-02-25,1087,2007,North,3,1768.33,0.0
5086,2023-03-04,1052,2012,East,7,414.56,0.1
5087,2023-04-22,1032,2017,South,5,834.45,0.1
5088,2023-07-14,1069,2012,West,5,35.77,0.15
5089,2023-05-24,1055,2034,South,2,607.64,0.05
5090,2023-10-13,1060,2018,South,7,302.83,0.05
5091,2023-03-19,1057,2008,North,2,152.61,0.1
5092,2023-02-21,1084,2007,North,5,430.34,0.1
5093,2023-04-06,1097,2039,South,1,558.45,0.05
5094,2023-06-20,1053,2011,West,8,664.08,0.15
5095,2024-05-07,1028,2030,West,5,1731.58,0.05
5096,2023-03-02,1022,2009,West,9,1295.63,0.15
5097,2023-01-03,1050,2031,East,1,1221.56,0.1
5098,2024-04-10,1037,2032,West,9,1936.17,0.0
5099,2024-12-14,1094,2035,West,8,740.34,0.0
5100,2023-06-08,1025,2014,East,6,475.06,0.05
5101,2023-08-11,1008,2011,North,6,545.43,0.05
5102,2023-11-18,1008,2031,North,2,446.69,0.0
5103,2024-08-21,1062,2010,South,3,400.77,0.0
5104,2023-02-28,1066,2045,North,3,602.65,0.0
5105,2023-07-10,1009,2030,North,4,1171.21,0.0
5106,2024-11-22,1031,2014,West,6,1797.53,0.1
5107,2023-05-03,1073,2009,South,3,1551.67,0.0
5108,2024-08-15,1077,2040,North,9,585.69,0.0
5109,2024-09-26,1011,2019,West,7,546.54,0.15
5110,2024-11-04,1075,2035,East,2,120.23,0.0
5111,2023-09-25,1027,2037,East,4,1393.74,0.05
5112,2023-09-02,1034,2033,West,5,182.41,0.0
5113,2023-05-15,1086,2006,East,7,520.99,0.1
5114,2024-04-13,1041,2037,North,9,1253.01,0.1
5115,2023-01-10,1059,2033,North,5,1330.43,0.05
5116,2023-03-17,1069,2024,South,5,789.68,0.0
5117,2024-06-02,1034,2022,South,9,583.39,0.0
5118,2023-12-24,1009,2030,South,9,1406.85,0.1
5119,2024-01-14,1037,2042,South,7,841.62,0.1
5120,2024-03-24,1070,2016,East,4,417.53,0.0
5121,2024-09-18,1084,2003,North,7,1806.76,0.0
5122,2024-11-14,1071,2001,East,6,1033.18,0.0
5123,2024-11-10,1014,2026,South,6,1374.94,0.15
5124,2023-09-28,1015,2035,North,6,1465.88,0.0
5125,2024-07-20,1020,2031,East,7,1186.26,0.15
5126,2023-10-16,1078,2035,South,5,953.87,0.0
5127,2023-12-18,1027,2007,East,2,580.9,0.0
5128,2024-06-01,1063,2012,East,7,638.94,0.0
5129,2023-02-22,1012,2037,West,1,1322.28,0.05
5130,2023-10-11,1006,2037,North,7,280.74,0.1
5131,2023-12-08,1099,2025,South,2,1270.12,0.0
5132,2024-10-14,1034,2037,South,1,568.2,0.0
5133,2024-03-28,1071,2044,West,7,90.47,0.15
5134,2024-07-28,1002,2035,North,4,1658.5,0.0
5135,2023-03-19,1089,2009,South,6,46.19,0.05
5136,2024-07-12,1005,2030,East,2,1531.76,0.0
5137,2024-08-19,1071,2012,South,1,402.46,0.0
5138,2024-03-16,1017,2003,North,4,1834.65,0.0
5139,2023-11-12,1047,2038,North,4,1614.09,0.1
5140,2024-01-02,1027,2019,South,9,728.76,0.0
5141,2024-11-13,1014,2039,East,6,439.26,0.0
5142,2024-07-27,1053,2043,South,5,1461.46,0.1
5143,2023-08-31,1021,2040,South,9,924.5,0.1
5144,2024-02-27,1004,2009,South,1,1209.57,0.1
5145,2023-12-07,1053,2017,South,5,400.07,0.1
5146,2023-10-01,1021,2029,North,8,259.08,0.15
5147,2024-01-27,1005,2031,West,9,284.02,0.0
5148,2023-08-16,1026,2010,West,4,1518.72,0.05
5149,2023-12-25,1040,2006,South,6,716.73,0.1
5150,2023-08-17,1004,2027,South,9,1918.57,0.0
5151,2024-02-13,1043,2008,East,7,1075.98,0.0
5152,2023-03-13,1099,2036,East,7,1031.97,0.0
5153,2023-12-26,1083,2045,West,2,33.46,0.1
5154,2024-11-26,1069,2011,East,3,295.85,0.1
5155,2023-01-29,1015,2021,East,8,926.77,0.0
5156,2023-07-02,1075,2027,East,8,1163.16,0.05
5157,2023-02-09,1014,2019,West,3,884.78,0.0
5158,2023-12-20,1094,2032,East,1,1962.47,0.05
5159,2024-03-22,1078,2012,North,9,200.88,0.1
5160,2024-01-30,1074,2032,South,3,1212.47,0.0
5161,2023-09-18,1006,2005,West,3,1825.03,0.15
5162,2023-01-02,1067,2030,South,4,191.83,0.0
5163,2024-01-08,1056,2006,North,3,1155.4,0.0
5164,2024-11-11,1043,2022,East,1,1931.59,0.15
5165,2024-11-10,1016,2041,East,9,1510.64,0.05
5166,2024-06-03,1040,2001,West,7,1497.91,0.0
5167,2023-12-01,1052,2003,East,9,994.89,0.0
5168,2024-07-21,1017,2004,South,4,1925.18,0.15
5169,2024-03-06,1086,2038,West,9,82.4,0.0
5170,2024-11-24,1096,2004,South,5,696.52,0.15
5171,2024-09-22,1073,2024,East,7,1926.93,0.15
5172,2024-02-20,1071,2033,North,1,1667.24,0.0
5173,2023-11-08,1037,2023,South,5,61.88,0.0
5174,2024-03-16,1075,2002,East,1,1577.71,0.05
5175,2024-04-21,1057,2027,West,3,1337.99,0.0
5176,2024-11-22,1028,2027,West,8,414.04,0.15
5177,2023-06-23,1085,2033,North,2,1912.69,0.0
5178,2023-10-18,1066,2006,East,5,1352.76,0.15
5179,2023-04-06,1097,2020,South,8,1494.3,0.15
5180,2024-11-19,1040,2043,South,9,490.22,0.15
5181,2023-07-23,1019,2005,North,2,1172.65,0.0
5182,2023-02-17,1032,2029,West,1,1981.47,0.0
5183,2024-09-17,1099,2036,North,4,1448.47,0.15
5184,2024-04-11,1054,2040,South,4,1410.6,0.1
5185,2024-12-14,1050,2002,West,7,459.12,0.1
5186,2024-02-14,1032,2039,South,5,1118.15,0.15
5187,2024-11-02,1089,2043,North,2,1162.33,0.0
5188,2023-04-20,1100,2034,West,1,903.78,0.05
5189,2023-08-13,1023,2028,West,2,1896.77,0.0
5190,2023-02-21,1072,2016,South,4,1596.01,0.0
5191,2023-05-05,1059,2042,South,3,730.56,0.05
5192,2024-04-20,1086,2029,East,6,687.97,0.0
5193,2024-03-29,1079,2011,West,7,1832.03,0.0
5194,2024-07-15,1058,2023,South,6,267.41,0.0
5195,2024-05-01,1058,2025,East,6,446.23,0.1
5196,2023-09-11,1082,2041,East,9,1820.98,0.05
5197,2024-06-17,1063,2018,South,9,1803.51,0.15
5198,2023-10-09,1057,2002,North,9,776.83,0.0
5199,2024-12-31,1037,2027,South,1,1072.05,0.0
5200,2023-10-06,1043,2010,East,4,1167.88,0.05
5201,2024-07-07,1011,2018,South,2,1993.68,0.0
5202,2023-06-04,1030,2004,West,7,742.79,0.0
5203,2024-12-11,1020,2043,South,4,639.23,0.0
5204,2023-03-07,1054,2034,West,1,953.89,0.05
5205,2023-12-05,1070,2027,West,3,219.88,0.15
5206,2024-03-01,1008,2028,South,5,520.48,0.0
5207,2024-03-06,1050,2019,North,8,1563.51,0.0
5208,2024-08-12,1049,2023,West,5,269.78,0.0
5209,2023-01-07,1046,2019,East,1,100.36,0.15
5210,2024-02-04,1054,2008,South,7,988.86,0.05
5211,2024-05-14,1029,2007,East,8,1064.08,0.0
5212,2024-03-22,1063,2025,North,7,160.94,0.0
5213,2024-02-03,1044,2002,West,4,912.4,0.1
5214,2023-06-19,1060,2010,South,9,1173.49,0.05
5215,2024-09-29,1069,2026,North,4,522.16,0.1
5216,2024-02-08,1076,2022,North,9,1752.3,0.1
5217,2023-03-27,1083,2032,West,4,1093.75,0.0
5218,2023-05-19,1060,2043,South,1,1830.59,0.1
5219,2023-02-21,1034,2028,West,7,1845.66,0.0
5220,2023-12-02,1028,2040,West,8,1065.07,0.05
5221,2023-12-01,1044,2012,West,7,723.47,0.0
5222,2023-10-12,1097,2039,West,5,1830.94,0.0
5223,2023-09-16,1011,2017,West,6,1423.36,0.0
5224,2023-01-20,1096,2045,North,5,1972.97,0.0
5225,2023-12-25,1029,2013,North,1,430.79,0.15
5226,2024-10-29,1006,2027,North,9,670.97,0.05
5227,2023-09-11,1026,2008,North,1,1984.34,0.0
5228,2024-09-28,1020,2014,South,1,261.34,0.05
5229,2023-05-10,1061,2036,North,7,324.42,0.15
5230,2024-07-31,1028,2045,West,8,1145.57,0.0
5231,2024-12-17,1033,2011,East,3,557.34,0.1
5232,2023-06-21,1078,2021,North,7,882.47,0.0
5233,2023-06-17,1040,2007,North,8,1909.71,0.15
5234,2024-08-15,1004,2008,East,3,91.69,0.05
5235,2024-08-12,1087,2041,West,8,1982.15,0.05
5236,2024-02-11,1092,2038,South,4,230.13,0.05
5237,2023-03-19,1076,2038,South,4,509.47,0.15
5238,2023-04-15,1090,2015,East,5,1939.49,0.05
5239,2024-12-01,1077,2025,North,2,808.83,0.0
5240,2024-08-02,1006,2003,East,1,1244.33,0.0
5241,2024-06-29,1055,2002,East,5,647.66,0.1
5242,2023-03-12,1065,2002,East,4,839.57,0.0
5243,2023-01-13,1054,2027,West,8,1448.09,0.05
5244,2023-04-19,1056,2042,East,6,1937.05,0.15
5245,2024-10-12,1059,2017,South,8,1325.13,0.0
5246,2024-03-21,1023,2033,East,5,362.18,0.0
5247,2024-09-22,1069,2012,West,4,751.89,0.0
5248,2024-04-21,1056,2037,East,2,625.88,0.15
5249,2023-11-27,1032,2005,North,3,304.79,0.0
5250,2023-10-13,1058,2021,South,5,1490.59,0.1
5251,2024-04-20,1073,2026,West,9,316.11,0.0
5252,2023-12-11,1004,2044,West,4,652.65,0.0
5253,2023-11-29,1024,2039,West,1,602.7,0.0
5254,2023-08-06,1046,2035,East,5,141.37,0.05
5255,2023-12-15,1036,2036,East,9,635.73,0.0
5256,2024-07-23,1002,2035,South,3,238.76,0.1
5257,2023-03-29,1031,2011,West,4,72.67,0.05
5258,2024-05-15,1072,2024,South,7,1257.39,0.0
5259,2024-12-08,1061,2030,West,9,1025.12,0.1
5260,2024-04-03,1003,2037,North,8,1554.27,0.0
5261,2023-10-29,1029,2020,West,8,1036.18,0.1
5262,2024-12-09,1032,2043,East,1,1788.14,0.1
5263,2024-11-10,1075,2022,East,5,650.14,0.0
5264,2024-04-29,1071,2036,East,1,1632.13,0.15
5265,2024-03-11,1096,2045,East,3,797.2,0.0
5266,2023-12-27,1090,2029,West,3,1519.66,0.0
5267,2023-10-05,1040,2042,East,4,1644.18,0.0
5268,2023-08-25,1016,2039,South,2,1240.11,0.0
5269,2023-11-20,1016,2010,South,9,1674.26,0.0
5270,2023-07-16,1028,2006,West,2,1107.31,0.15
5271,2023-10-11,1093,2009,East,9,1558.83,0.0
5272,2023-04-13,1025,2027,East,4,1476.57,0.0
5273,2023-08-21,1047,2006,South,1,1000.73,0.0
5274,2023-11-06,1002,2044,South,4,739.0,0.1
5275,2023-10-08,1006,2006,North,1,889.64,0.1
5276,2024-07-20,1038,2044,South,7,1580.12,0.0
5277,2024-10-15,1097,2036,West,3,1605.6,0.15
5278,2023-04-16,1002,2009,East,8,624.78,0.1
5279,2024-04-25,1062,2009,West,5,429.69,0.15
5280,2023-12-15,1024,2003,North,6,279.14,0.0
5281,2023-09-16,1062,2017,North,9,1942.29,0.15
5282,2023-03-08,1052,2040,West,1,1869.39,0.0
5283,2023-03-17,1074,2043,North,9,1546.85,0.05
5284,2023-06-05,1020,2035,East,9,1337.71,0.15
5285,2023-03-29,1032,2042,North,9,456.08,0.1
5286,2024-07-25,1098,2029,West,2,26.18,0.0
5287,2024-09-12,1077,2041,South,5,1436.7,0.0
5288,2024-06-19,1049,2008,West,8,1380.14,0.1
5289,2024-03-29,1039,2015,West,2,1792.31,0.05
5290,2023-11-09,1073,2029,North,6,1757.2,0.1
5291,2024-09-16,1095,2043,North,4,1221.58,0.0
5292,2023-08-01,1081,2026,South,4,1257.93,0.1
5293,2023-09-28,1085,2010,North,2,1006.34,0.0
5294,2023-06-10,1031,2026,South,4,1705.2,0.0
5295,2024-07-19,1010,2025,South,3,707.15,0.0
5296,2023-01-03,1053,2026,West,9,126.92,0.0
5297,2024-12-06,1077,2009,West,7,1482.2,0.1
5298,2023-10-26,1005,2027,South,8,680.56,0.0
5299,2023-10-23,1091,2011,East,9,705.43,0.0
5300,2024-12-20,1059,2032,North,9,334.53,0.0
5301,2024-12-04,1030,2037,East,6,1254.41,0.0
5302,2024-10-02,1076,2017,South,8,1371.64,0.0
5303,2024-03-11,1015,2041,South,7,1286.33,0.0
5304,2024-10-25,1020,2014,East,4,358.3,0.0
5305,2023-05-26,1010,2001,North,6,1650.97,0.0
5306,2023-06-19,1040,2012,East,4,1824.25,0.15
5307,2024-03-25,1016,2031,West,5,797.04,0.0
5308,2024-12-06,1039,2035,West,6,1850.77,0.0
5309,2023-10-06,1065,2010,West,2,1363.98,0.0
5310,2024-03-24,1011,2031,North,9,537.76,0.1
5311,2024-03-18,1095,2034,East,9,37.45,0.1
5312,2024-09-10,1033,2038,North,4,129.33,0.15
5313,2023-04-04,1030,2027,North,4,1631.85,0.05
5314,2024-11-19,1035,2026,North,2,1672.22,0.0
5315,2023-06-29,1061,2006,West,3,526.84,0.0
5316,2023-10-12,1024,2025,West,2,1162.28,0.05
5317,2024-10-12,1063,2013,North,3,643.28,0.0
5318,2024-04-26,1045,2008,West,6,1268.31,0.05
5319,2023-12-08,1042,2024,North,5,1824.96,0.0
5320,2023-06-14,1043,2016,West,4,111.17,0.0
5321,2024-12-11,1064,2021,East,6,1734.93,0.1
5322,2024-11-09,1052,2045,North,6,1077.23,0.0
5323,2024-04-10,1012,2028,East,1,1515.57,0.15
5324,2023-09-16,1042,2038,North,3,1013.98,0.05
5325,2024-02-18,1066,2002,North,2,539.72,0.0
5326,2024-11-04,1070,2042,West,8,1904.13,0.15
5327,2024-02-28,1007,2007,South,5,797.67,0.0
5328,2024-06-14,1047,2007,West,2,56.73,0.1
5329,2024-10-02,1057,2045,North,9,1357.4,0.0
5330,2023-07-28,1035,2037,South,7,840.95,0.0
5331,2023-10-22,1057,2031,West,4,790.46,0.05
5332,2023-05-05,1004,2028,South,3,805.93,0.0
5333,2024-12-27,1021,2005,East,1,617.16,0.05
5334,2024-07-18,1002,2013,West,2,1152.33,0.0
5335,2023-04-06,1029,2032,North,6,1713.91,0.1
5336,2024-04-17,1016,2005,South,4,1363.15,0.0
5337,2024-05-25,1092,2030,East,8,452.17,0.0
5338,2024-06-05,1091,2005,East,2,829.51,0.0
5339,2024-03-01,1062,2016,West,6,1787.23,0.0
5340,2023-09-07,1059,2020,South,6,1362.56,0.0
5341,2024-01-28,1025,2026,South,4,203.0,0.0
5342,2023-03-13,1036,2045,West,8,1073.3,0.0
5343,2023-12-15,1065,2014,East,1,1918.33,0.0
5344,2023-01-03,1037,2001,East,7,1687.65,0.1
5345,2024-08-24,1075,2033,West,4,671.9,0.0
5346,2023-06-02,1058,2007,West,7,565.86,0.0
5347,2023-12-20,1043,2017,West,6,812.43,0.05
5348,2024-04-11,1042,2008,South,4,1504.06,0.05
5349,2024-12-15,1031,2020,West,7,706.35,0.0
5350,2023-08-28,1100,2013,West,8,1510.8,0.0
5351,2023-02-14,1041,2026,West,6,870.51,0.0
5352,2024-12-23,1049,2011,West,5,838.56,0.0
5353,2024-11-10,1084,2018,South,1,1108.82,0.0
5354,2024-05-22,1005,2030,South,3,1561.53,0.1
5355,2024-05-29,1076,2031,East,7,443.51,0.05
5356,2023-04-13,1057,2039,North,2,36.24,0.05
5357,2024-06-22,1059,2015,North,2,1626.09,0.1
5358,2023-05-28,1053,2019,South,3,1882.62,0.05
5359,2023-03-18,1061,2009,East,8,942.61,0.05
5360,2023-12-13,1080,2038,West,2,615.04,0.0
5361,2024-10-27,1011,2017,East,5,660.39,0.05
5362,2024-11-21,1069,2022,West,4,1168.75,0.05
5363,2023-11-21,1081,2018,West,5,1803.22,0.0
5364,2024-07-08,1005,2024,North,8,1070.06,0.05
5365,2023-08-29,1081,2044,East,8,835.56,0.1
5366,2023-08-21,1096,2034,North,5,1213.84,0.05
5367,2024-03-20,1013,2020,North,2,1588.09,0.1
5368,2024-03-30,1022,2043,East,3,481.44,0.05
5369,2023-01-30,1006,2026,East,1,339.94,0.1
5370,2023-02-27,1038,2008,East,1,134.93,0.05
5371,2024-01-19,1056,2025,South,4,1320.11,0.15
5372,2023-09-08,1068,2020,West,7,862.5,0.0
5373,2024-08-02,1088,2013,South,5,409.27,0.1
5374,2023-06-24,1023,2007,North,6,746.08,0.05
5375,2024-09-16,1049,2011,South,1,244.93,0.1
5376,2024-05-24,1075,2005,South,9,1949.15,0.0
5377,2023-08-26,1060,2035,East,1,660.03,0.0
5378,2024-04-15,1033,2016,North,6,1129.74,0.15
5379,2024-04-21,1037,2001,South,4,417.72,0.1
5380,2023-03-17,1057,2027,East,2,541.18,0.1
5381,2024-08-24,1039,2030,West,2,1073.6,0.0
5382,2024-12-07,1033,2010,West,1,1011.71,0.0
5383,2023-11-06,1026,2022,West,2,1458.41,0.0
5384,2024-05-09,1014,2033,South,4,1170.75,0.15
5385,2024-01-26,1074,2007,East,1,771.3,0.1
5386,2024-08-11,1038,2005,East,6,929.45,0.05
5387,2023-01-23,1085,2027,West,8,1190.89,0.0
5388,2023-10-09,1002,2003,North,3,1110.96,0.1
5389,2024-09-12,1096,2032,West,2,425.86,0.05
5390,2023-10-21,1100,2016,South,5,148.11,0.1
5391,2024-09-13,1046,2027,South,5,1745.73,0.0
5392,2024-10-13,1025,2001,East,3,184.77,0.15
5393,2024-11-25,1097,2013,South,9,725.71,0.05
5394,2024-10-05,1013,2005,North,1,924.65,0.0
5395,2023-11-13,1057,2041,North,8,100.07,0.1
5396,2024-08-16,1047,2028,South,7,514.37,0.05
5397,2023-04-03,1038,2016,East,2,189.62,0.15
5398,2024-03-01,1023,2034,South,3,515.4,0.0
5399,2023-05-16,1070,2014,East,9,1585.37,0.0
5400,2024-06-27,1065,2037,East,9,1529.1,0.1
5401,2023-06-18,1033,2001,West,1,1043.56,0.05
5402,2023-10-30,1096,2006,East,5,608.29,0.0
5403,2023-04-28,1060,2007,North,2,263.29,0.0
5404,2023-05-25,1097,2044,South,2,1961.04,0.05
5405,2024-11-23,1093,2006,West,8,1177.35,0.0
5406,2024-07-24,1047,2041,North,9,809.7,0.1
5407,2024-02-09,1002,2025,East,3,987.6,0.0
5408,2024-07-03,1016,2016,West,7,1515.8,0.1
5409,2024-01-13,1087,2034,East,8,1383.96,0.1
5410,2024-08-21,1049,2015,East,4,1516.91,0.05
5411,2023-04-21,1087,2041,South,2,1002.8,0.0
5412,2024-04-27,1004,2039,East,3,1296.81,0.05
5413,2024-09-16,1029,2005,North,1,23.42,0.0
5414,2024-10-12,1060,2005,East,7,240.3,0.15
5415,2024-10-26,1053,2016,North,3,465.68,0.05
5416,2023-05-24,1006,2028,North,7,892.94,0.1
5417,2023-11-08,1064,2021,North,9,530.78,0.1
5418,2023-04-10,1031,2025,South,7,123.06,0.0
5419,2024-02-02,1059,2045,East,9,720.03,0.1
5420,2024-11-17,1096,2029,West,9,1348.01,0.0
5421,2024-08-24,1096,2036,South,9,1385.3,0.15
5422,2024-02-29,1084,2014,North,5,1314.37,0.0
5423,2024-05-16,1079,2020,West,2,974.25,0.0
5424,2023-10-14,1005,2005,East,8,1798.48,0.0
5425,2023-08-11,1057,2045,West,4,1042.69,0.0
5426,2023-08-30,1047,2021,North,2,1916.58,0.0
5427,2024-12-03,1048,2039,East,9,1832.72,0.1
5428,2023-03-04,1051,2031,East,6,298.82,0.1
5429,2023-07-14,1016,2011,West,1,192.91,0.15
5430,2023-04-04,1085,2035,South,1,799.03,0.0
5431,2024-10-19,1082,2010,North,6,1298.61,0.0
5432,2023-02-21,1043,2026,South,9,1137.85,0.0
5433,2023-05-09,1073,2017,South,1,740.3,0.1
5434,2023-03-12,1098,2035,South,4,96.09,0.0
5435,2024-08-23,1028,2034,South,4,1526.39,0.0
5436,2023-12-03,1100,2020,South,3,545.35,0.0
5437,2024-09-02,1001,2022,East,1,37.65,0.0
5438,2023-05-29,1017,2023,East,2,698.15,0.0
5439,2023-06-28,1015,2016,North,1,1808.62,0.0
5440,2023-05-15,1002,2016,East,8,1998.93,0.1
5441,2023-09-01,1076,2035,East,5,1056.92,0.0
5442,2023-01-17,1023,2039,East,4,1718.45,0.0
5443,2023-02-23,1017,2021,West,7,394.69,0.1
5444,2024-06-22,1015,2008,North,2,1308.14,0.0
5445,2024-05-02,1058,2013,East,1,1403.48,0.0
5446,2024-06-09,1076,2038,North,3,559.88,0.0
5447,2024-04-07,1065,2011,South,5,1853.46,0.0
5448,2024-09-21,1006,2004,East,1,118.81,0.05
5449,2024-04-14,1083,2029,North,9,665.0,0.15
5450,2023-03-04,1062,2022,West,6,1102.07,0.15
5451,2024-03-12,1088,2024,North,6,1065.51,0.0
5452,2024-05-17,1092,2013,West,8,353.79,0.0
5453,2023-03-17,1011,2027,East,9,808.55,0.0
5454,2024-09-14,1019,2006,North,6,718.48,0.1
5455,2023-05-10,1036,2032,East,9,1644.84,0.0
5456,2024-01-26,1077,2019,East,8,1181.55,0.15
5457,2024-04-09,1065,2015,West,5,1590.36,0.05
5458,2023-04-12,1090,2009,North,4,1243.59,0.05
5459,2024-11-01,1084,2044,South,3,1919.46,0.1
5460,2024-03-16,1058,2007,South,6,281.52,0.1
5461,2024-02-28,1044,2040,West,9,927.77,0.0
5462,2024-02-13,1054,2024,North,8,866.7,0.0
5463,2023-11-17,1055,2045,East,9,1725.72,0.0
5464,2024-11-12,1033,2041,East,9,1119.9,0.1
5465,2023-06-06,1088,2038,West,2,1649.03,0.15
5466,2023-03-10,1012,2026,North,7,1496.59,0.0
5467,2023-04-06,1056,2021,North,2,68.44,0.0
5468,2024-01-17,1017,2003,North,8,1092.5,0.0
5469,2024-08-23,1072,2024,East,2,334.87,0.05
5470,2024-11-17,1016,2028,West,9,1280.58,0.0
5471,2023-12-29,1086,2024,West,1,710.32,0.05
5472,2023-02-22,1037,2030,East,4,915.58,0.1
5473,2023-12-27,1014,2034,South,6,1490.06,0.0
5474,2023-06-08,1085,2008,West,7,749.78,0.0
5475,2023-08-18,1014,2015,East,1,942.96,0.1
5476,2024-07-23,1048,2009,North,1,1531.81,0.15
5477,2023-10-13,1074,2019,South,1,1021.45,0.05
5478,2024-03-15,1072,2008,North,8,274.0,0.0
5479,2024-09-15,1085,2034,East,1,670.15,0.0
5480,2023-01-30,1024,2013,East,4,1257.91,0.0
5481,2024-12-20,1098,2025,East,8,1101.37,0.05
5482,2023-12-14,1045,2004,North,9,346.59,0.05
5483,2023-07-05,1019,2023,West,9,1400.83,0.05
5484,2023-03-13,1019,2006,North,4,69.05,0.1
5485,2023-04-04,1096,2009,South,6,317.27,0.0
5486,2024-01-21,1054,2023,West,5,1609.98,0.0
5487,2023-12-16,1021,2024,East,3,1021.62,0.0
5488,2023-11-16,1093,2027,East,7,303.97,0.0
